JV, 5-1-2024,1, answer no door access caller cbr id not call customer,The caller did not call the customer due to a "no door access" issue and CBR ID.
JV, 5-1-2024,2, tv customer working stb not youtube remote wifi box no,The TV was working for the customer  but the STB did not support YouTube. The remote and Wi-Fi box were not functioning.
JV, 5-1-2024,3, cx drop buried services working service verified eero ont ticket,The customer's drop was buried and services were working. The service was verified and an Eero ONT ticket was created.
JV, 5-1-2024,4, dt ont dial tone voip iw good cx line jack,The ONT had a dial tone and VOIP. The line jack was good  and the customer's service was verified.
JV, 5-1-2024,5, customer not working calls service tici issue able call make,The customer's calls were not working  and a TICI issue was identified. They were unable to make calls.
JV, 5-1-2024,6, voice working service port data ont verified cust customer video,The voice service was working  and the data port of the ONT was verified for customer video.
JV, 5-1-2024,7, customer eero ont assignment wifi no get router working service,The customer's Eero and ONT assignment were checked. The Wi-Fi router was not working.
JV, 5-1-2024,8, phone customer jack service ont wire line not phones static,The phone jack service and ONT wire line had static  and the phone was not working.
JV, 5-1-2024,9, light fiber cleaned customer ont 15 ends ports drop working,The fiber light was cleaned  and the customer's ONT and 15 ports were checked. The drop was working.
JV, 5-1-2024,10, ont tici replaced customer services 16 bad light working education,The ONT was replaced  and customer services showed a bad light at 16. The issue was flagged for education.
J7, 5-1-2024,1, ont customer tici replaced working service not eero verified new,The ONT was replaced and verified  but the service was not working. The Eero was also verified.
J7, 5-1-2024,2, power ont eero replaced customer tici supply service working cord,The ONT and Eero were replaced  and the power supply and cord were working.
J7, 5-1-2024,3, moca adapter ont customer verified replaced service tici power working,The MOCA adapter and ONT were replaced and verified. The power was working.
J7, 5-1-2024,4, customer router service working ont eero replaced services tici verified,The customer's router service was working. The ONT and Eero were replaced  and TICI services were verified.
J7, 5-1-2024,5, trouble ticket cleared tech ont service site onsite cx tici,The trouble ticket was cleared  and the technician verified the ONT service on-site using TICI.
J7, 5-1-2024,6, port ont bounced data ethernet service customer verified restored tici,The ONT port and Ethernet service were verified. The data was bounced  and the TICI was restored.
J7, 5-1-2024,7, cx ont service no verified working router services eero rg,The customer's ONT service was verified but the router and Eero were not working.
J7, 5-1-2024,8, cust working services eero tici ed not ont no router,The customer's Eero service was not working. The ONT and TICI were not verified.
J7, 5-1-2024,9, ok test ont customer no tici service internet working not,The test for the ONT and TICI was conducted  but the service and internet were not working.
J7, 5-1-2024,10, no dial tone answer access door cbr called customer ont,There was no dial tone due to a "no door access" issue. The customer was called regarding the ONT.
J0, 5-1-2024,1, phone tone dial working customer voice ont line assignment calls,The phone tone and dial were working  and the ONT line assignment calls were verified.
J0, 5-1-2024,2, moca adapter adapters ont replaced service customer eero tici power,The MOCA adapter and adapters were replaced. The customer's Eero and TICI power were verified.
J0, 5-1-2024,3, eero customer wifi app speed speeds test tici ont replaced,The customer's Eero Wi-Fi app speed test was conducted  and the ONT was replaced.
J0, 5-1-2024,4, cx ont working service services verified no router not eero,The customer's ONT service was verified  but the router and Eero were not working.
J0, 5-1-2024,5, customer no not router working service issue tici equipment services,The customer's service issue with the router was verified  and the TICI equipment services were checked.
J0, 5-1-2024,6, buried drop ticket swc submitted temp customer request bsw not,A buried drop ticket was submitted for the customer  and BSW requested SWC was not working.
J0, 5-1-2024,7, tv stb customer working youtube not service remote services verified,The customer's TV and STB were working  but YouTube was not supported. The remote services were verified.
J0, 5-1-2024,8, trouble ticket cleared tech site tici working ont service customer, The remote services were verified.
J0, 5-1-2024,9, ont customer replaced tici light service working verified services router,The ONT was replaced  and the light and service were verified.
J0, 5-1-2024,10, drop fiber customer pole aerial terminal tici new house service,The fiber drop was checked. The terminal at the customer's pole was verified  and the aerial service was connected to the new house.
J3, 5-1-2024,1, port terminal customer light hub moved drop service bad no,The port terminal light at the customer's hub was moved  but the drop service was bad and not working.
J3, 5-1-2024,2, customer ont service working tici replaced verified services fiber not,The customer's ONT service was replaced  verified  and working with TICI  but fiber services were not working.
