J3, 1-1-2025,1, cx ont verified services service light back no drop restored,CX ONT verified services; service light back; no drop; restored.
J3, 1-1-2025,2, ont replaced customer working service tici verified services eero bad,ONT replaced; customer working; service TICI verified; services Eero bad.
J3, 1-1-2025,3, drop temp swc submitted ticket cut placed request bsw laid,Drop temp SWC; submitted ticket; cut placed; request BSW laid.
J3, 1-1-2025,4, jumper hub pulled customer found ont missing light assigned service,Jumper hub pulled; customer found ONT missing; light assigned; service.
J3, 1-1-2025,5, trouble tech ticket site cleared customer ont working services complete,Trouble tech ticket; site cleared; customer ONT working; services complete.
J3, 1-1-2025,6, power ont supply bbu adapter customer no replaced working service,Power ONT supply; BBU adapter; customer no; replaced; working service.
J3, 1-1-2025,7, customer light no ont hub fiber tici back service called,Customer light no; ONT hub fiber; TICI back; service called.
J3, 1-1-2025,8, drop buried cut customer ticket fiber service working terminal temp,Drop buried; cut customer ticket; fiber service working; terminal temp.
J3, 1-1-2025,9, drop fiber aerial new ran pole replaced house tici customer,Drop fiber aerial; new ran pole; replaced house; TICI customer.
J3, 1-1-2025,10, port terminal light ont customer hub no moved service bad,Port terminal light; ONT customer hub; no moved; service bad.
QD, 1-1-2025,1, swapped eero services verified ont working 17 tici defective restored,Swapped Eero; services verified; ONT working; 17 TICI defective; restored.
QD, 1-1-2025,2, gpon restored not voice service customer ont video data tici,GPON restored; not voice service; customer ONT video data; TICI.
QD, 1-1-2025,3, good test speed ok tici 15 ont eero working router,Good test speed; OK TICI 15; ONT Eero working; router.
QD, 1-1-2025,4, customer working services trouble ticket tech router site tici properly,Customer working; services trouble ticket; tech router site; TICI properly.
QD, 1-1-2025,5, port moca adapter bounced data ont router ethernet service restored,Port MoCA adapter; bounced data; ONT router ethernet; service restored.
QD, 1-1-2025,6, rg no customer call eero replaced wifi network answer modem,RG no; customer call; Eero replaced; WiFi network; answer modem.
QD, 1-1-2025,7, cx ont eero verified no service working spoke rg back,CX ONT Eero verified; no service working; spoke RG back.
QD, 1-1-2025,8, data router customer working ip ont service replace no not,Data router; customer working; IP ONT service; replace no; not.
QD, 1-1-2025,9, ont customer light tici installed internet service removed replaced verified,ONT customer light; TICI installed; internet service removed; replaced verified.
QD, 1-1-2025,10, replaced ont router customer fiber power drop working cable tici,Replaced ONT router; customer fiber power; drop working; cable TICI.
J7, 1-1-2025,1, no answer door cbr access knocked called home left house,No answer; door CBR access; knocked; called home; left house.
J7, 1-1-2025,2, ont tici service new cust verified light working replaced data,ONT TICI service; new customer verified; light working; replaced data.
J7, 1-1-2025,3, router replaced customer working verified bad tici moca sagemcom service,Router replaced; customer working; verified bad TICI; MoCA Sagemcom service.
