J3, 1-1-2024,1, jumper hub pulled customer found ont fiber light service tici,The jumper hub was pulled   and the customer found the ONT fiber light service. TiCi results were recorded.
J3, 1-1-2024,2, trouble ticket tech site ont cleared service tici services complete,A trouble ticket was created   and the technician cleared the ONT service. TiCi results confirmed the service is complete.
J3, 1-1-2024,3, power supply ont customer outlet no replaced service adapter working,The power supply at the customer's outlet was not working. The service adapter was replaced   and the ONT service is now working.
J3, 1-1-2024,4, cx ont service verified services working no back light prem,The customer's ONT service was verified   and services are working. There is no backlight at the premises.
J3, 1-1-2024,5, drop terminal fiber port pole customer light new service ran,The drop terminal fiber port at the pole was replaced   and the customer now has light. A new service was run.
J3, 1-1-2024,6, 15 ont tici customer replaced service working verified hub light,The ONT was replaced for the customer. TiCi results confirmed the service is now working and verified   with the hub light on.
J3, 1-1-2024,7, drop cut temp buried customer tici new ticket placed swc,A drop cut was temporarily buried   and a new ticket was placed for the customer at SWC.
J3, 1-1-2024,8, bbu psu power replaced customer verified working ont services bad,The BBU PSU power was replaced   and the customer verified that the ONT services are now working. The previous services were bad.
J3, 1-1-2024,9, customer ont service working tici no replaced not services verified,The customer's ONT service was working   but the TiCi test was not performed. Services were not verified.
J3, 1-1-2024,10, light ont good replaced customer optical service tici no verified,The light on the ONT was good   and the customer replaced the optical service. TiCi results were not recorded.
JV, 1-1-2024,1, eero customer app wifi speed added ont working not tici,The Eero customer app was added for WiFi speed. The ONT is working   but the TiCi test was not performed.
JV, 1-1-2024,2, cx verified service ont working services phone issue not tici,The customer's ONT service was verified and is working   but there is a phone issue. The TiCi test was not involved.
JV, 1-1-2024,3, drop iw nid fiber line buried customer short cust causing,The drop IW NID fiber line was buried   but the customer experienced a short causing issues.
JV, 1-1-2024,4, tv customer input service remote cx not youtube stb working,The TV customer input service remote was not working with YouTube on the STB.
JV, 1-1-2024,5, router customer wifi speeds ont working new nvg connect ethernet,The customer's WiFi speeds were improved with a new NVG router connected via Ethernet. The ONT is working.
JV, 1-1-2024,6, data moca customer video ont replaced tici restored services verified,The data MOCA customer video ONT was replaced   and TiCi results confirmed the services were restored and verified.
JV, 1-1-2024,7, stb dvr box cx working not replaced customer services cold,The STB DVR box was not working   and the customer services were cold. The box was replaced.
JV, 1-1-2024,8, ont replaced tici 16 working light customer services service bad,The ONT was replaced with TiCi 16. The light is working   but the customer services are still bad.
JV, 1-1-2024,9, tone dial jack phone ont no customer line port plugged,The tone dial jack phone was not working. The customer line port was not plugged in.
JV, 1-1-2024,10, customer phone no working call not issue service called voice,The customer's phone was not working. The issue was not with the service but with the voice call.
J0, 1-1-2024,1, moca adapter ont adapters customer replaced data port service tici,The MOCA adapter and ONT adapters were replaced by the customer. The data port service was tested with TiCi.
