J3, 6-1-2024,1, drop cut buried customer new tici service ran replaced spliced,The customer's drop was cut  buried  and spliced. The new TICI service was run and replaced.
J3, 6-1-2024,2, customer no service ont not back working tici access fiber,The customer's ONT service was not working. The TICI access to the fiber was not back.
J3, 6-1-2024,3, light port terminal hub no ont customer fiber service tici,The terminal hub and port light showed no ONT service. The customer's fiber service was verified by TICI.
J3, 6-1-2024,4, trouble ticket tech site ont working service tici fiber cleared,A trouble ticket was created. The technician visited the site  cleared the ONT service  and verified the fiber with TICI.
J3, 6-1-2024,5, power ont supply customer replaced no adapter outlet service working,The power supply for the ONT was replaced. The customer's service was restored after replacing the adapter and outlet.
J3, 6-1-2024,6, drop temp ticket swc placed cut submitted buried tici created,A temporary drop was cut  buried  and a ticket for SWC was created and submitted by TICI.
J3, 6-1-2024,7, drop fiber aerial pole replaced new tici customer terminal ran,The customer's aerial fiber drop on the pole was replaced. The new TICI terminal was installed and the service was run.
J3, 6-1-2024,8, jumper hub pulled found customer tici service ont missing light,The jumper hub was pulled  and the missing light was found. The customer's TICI service was verified.
J3, 6-1-2024,9, ont replaced customer verified tici working service services light installed,The ONT was replaced  and the customer's service was verified by TICI. The new light and services were installed.
J3, 6-1-2024,10, cx ont service back services verified no light tici fiber,The CX ONT service was restored  and the services were verified. The TICI reading showed no light in the fiber.
J7, 6-1-2024,1, survey room living tici ont working service talked verified router,The TICI survey was completed in the living room. The ONT service was verified  and the router was checked.
J7, 6-1-2024,2, moca adapter customer replaced ont power service tici services working,The customer's MoCA adapter was replaced. The ONT power and services were verified by TICI.
J7, 6-1-2024,3, ont port replaced data power tici service customer verified working,The ONT port and data power were replaced. The customer's service was verified by TICI.
J7, 6-1-2024,4, eero customer app power ont service not tici replaced new,The customer's Eero app and power were checked. The ONT service was not working  and a new TICI was replaced.
J7, 6-1-2024,5, router customer replaced working tici verified ont services service no,The customer's router was replaced. The service was verified by TICI  but the ONT services showed no issues.
J7, 6-1-2024,6, trouble ticket site ont tech service tici complete working verified,A trouble ticket was created for the ONT. The technician verified the complete service with TICI.
J7, 6-1-2024,7, no cust answer access door cbr left called call ont,There was no answer at the customer's door. The technician left a call for CBR.
J7, 6-1-2024,8, drop fiber cleaned light ont customer buried good tici hub,The fiber drop was cleaned  and the light was buried. The customer's TICI hub was verified as good.
J7, 6-1-2024,9, cx ont service verified rg working services no power back,The CX ONT service was verified. The RG services were working  but there was no power back.
J7, 6-1-2024,10, customer service working not phone no ont issue dial tone,The customer's service was not working. The phone had no dial tone  and the ONT issue was verified.
WN, 6-1-2024,1, worked tried signal get couldnt anyone sent chatting bold tower,The signal was worked on but couldn't get it to anyone. The chatting bold tower was sent.
WN, 6-1-2024,2, working wifi verified phone reset connected antanmae adhusted cust lights,The WiFi was verified as working. The phone was reset  and the antenna was adjusted. The customer lights were checked.
WN, 6-1-2024,3, no left twice times multiple outside return one porch called,The technician left a call twice but got no answer. The multiple attempts were made outside  and a return was scheduled.
J0, 6-1-2024,1, phone tone dial ont customer working jack line rg no,The phone had no dial tone. The ONT was working  but the jack line had no RG connection.
J0, 6-1-2024,2, customer working service not no tv services tici verified trouble,The customer's service was not working. The TV services were verified by TICI  and the trouble was identified.
J0, 6-1-2024,3, router customer replaced ont wifi working service verified tici internet,The customer's router was replaced. The WiFi and internet services were verified by TICI.
J0, 6-1-2024,4, no answer door access cbr called left knocked home waited,There was no answer at the door. The technician called for CBR and waited after knocking.
J0, 6-1-2024,5, eero customer wifi speeds speed app ont cx getting verified,The Eero WiFi speeds were checked. The customer was verified for the app  and the ONT and CX services were confirmed.
J0, 6-1-2024,6, ont replaced moca tici customer service verified working data services,The ONT and MoCA were replaced. The customer's service was verified by TICI  and the data services were working.
J0, 6-1-2024,7, power ont supply replaced adapter customer service working tici verified,The power supply for the ONT was replaced. The customer's service was verified by TICI  and the adapter was working.
J0, 6-1-2024,8, cx service working ont not services no verified tici issue,The CX ONT service was not working. The TICI verification showed no issues  but the services were down.
J0, 6-1-2024,9, drop buried ticket swc bury temp submitted bsw customer not,A buried drop ticket for SWC was submitted. The temporary burial was verified by TICI  but the customer had no service.
J0, 6-1-2024,10, light drop ont fiber tici 15 cust terminal good ok,The ONT fiber light was checked. The TICI reading was 15  and the customer's terminal was good.
QD, 6-1-2024,1, eero drop customer ticket buried wifi not trouble router cust,The customer's Eero drop ticket was created. The WiFi and router issues were not verified.
QD, 6-1-2024,2, cx router no working service ont services verified not rg,The CX router service was not working. The ONT services were verified  but the RG was not functioning.
QD, 6-1-2024,3, ont light fiber site trouble tech hub working ticket service,The technician worked on the ONT light and fiber at the site  addressing the trouble. The hub and service ticket were cleared and verified.
QD, 6-1-2024,4, no answer door access cbr left called knocked waited tag,The technician knocked on the door  called  and left a tag after waiting. The customer did not answer or provide access.
QD, 6-1-2024,5, ont replaced router tici customer verified service working restored 16,The ONT and router were replaced. The customer's service was verified and restored by TICI with a reading of 16.
QD, 6-1-2024,6, phone line customer ont working lines no not dt service,The customer's phone line and ONT were checked  but the lines were not working. The DT service was not restored.
QD, 6-1-2024,7, customer working tv service router not services verified no tici,The customer's TV service was working  but the router was not. The services were verified  but TICI showed no issues.
QD, 6-1-2024,8, port ethernet ont customer plugged service router bounced wan moca,The customer's ONT port and ethernet service were plugged in. The router bounced the WAN MoCA signal.
QD, 6-1-2024,9, data 500 worked customer voice assignment ont service port working,The 500 data worked. The customer's voice assignment for the ONT port was functioning and verified.
QD, 6-1-2024,10, moca adapter ont power replaced customer service tici internet no,The MoCA adapter and ONT power were replaced. The customer's service was verified by TICI  but the internet was not working.
J6, 6-1-2024,1, svcs issues ont replace came cx test back customer frg222,The service issues with the ONT were replaced. The CX test came back  and the customer’s FRG222 was verified.
J6, 6-1-2024,2, cx ont light no service optical oos services arrival verified,The CX ONT light showed no service. The optical services were out of service (OOS) upon arrival but were verified.
J6, 6-1-2024,3, ont customer services splitter working hub changed new verified installed,The customer's ONT services  including the splitter  were working. The hub was changed  and the new installation was verified.
J6, 6-1-2024,4, ont moved hub jumper xpon 16 tici replaced bad ran,The ONT hub jumper was moved and replaced. The XPON service was bad  and the TICI reading was 16.
J6, 6-1-2024,5, frg222 service frx523 xpon verified customer installed removed ont replaced,The FRG222 service and FRX523 XPON were verified. The customer's ONT was removed and replaced.
J6, 6-1-2024,6, phone called ats ont assignments not wifi customer working got,The customer's phone call to ATS showed the ONT assignments were not working. The WiFi was checked and verified.
J6, 6-1-2024,7, no answer door access called ont cx tici ats cbr,There was no answer at the door. The technician called for access and left a call for CBR  ATS  and TICI.
J6, 6-1-2024,8, activated data ont customer get port tici arrival 17 replaced,The data port on the ONT was activated. The customer's service was verified by TICI upon arrival  and the port was replaced.
J6, 6-1-2024,9, customer ont service back call education work trouble not drop,The customer's ONT service was restored after a call for education on troubleshooting. The drop was not required.
J6, 6-1-2024,10, tech cleared ont 21 trouble verified replaced working service fog421,The technician cleared the trouble with the ONT. The service was verified as working  and FOG421 was addressed.
Q4, 6-1-2024,1, ticket trouble ont signal ok swapped router onsite working test,A trouble ticket was created for the ONT signal. The router was swapped on-site  and the service was tested and verified.
Q4, 6-1-2024,2, tv customer box remote working cable issues youtube new customers,The customer's TV box remote and cable were working. YouTube was set up for new customers.
Q4, 6-1-2024,3, drop dvr buried cust customer working tici no equipment fiber,The customer's DVR drop was buried. The TICI equipment showed no issues  and the fiber was working.
Q4, 6-1-2024,4, cx working verified services ont phone issue not no service,The CX services were working. The ONT phone issue was not verified  and no service problems were found.
Q4, 6-1-2024,5, no customer said issues home eeros ont access wifi tici,The customer reported no issues at home. The Eeros and ONT access were verified with WiFi and TICI.
