J0, 9-1-2024,1, eero customer speed speeds wifi ont router cx service app,The Eero customer checked the speeds on their WiFi  ONT router  and service app. Everything looked good. The ONT fiber was cleaned and tested  and the service was verified.
J0, 9-1-2024,2, light good ont customer tici fiber cleaned tested service verified,The light on the ONT was good. The customer verified that the TICI fiber was cleaned  tested  and the service was verified.
J0, 9-1-2024,3, stb tv customer dvr not working vms box activated youtube,The STB TV customer's DVR was not working. The VMS box was activated  and YouTube was accessed.
J0, 9-1-2024,4, drop buried ticket temp request swc submitted not customer bury,A drop was buried  and a temporary request for the SWC was submitted. The customer did not need a burial.
J0, 9-1-2024,5, moca adapter adapters ont replaced customer router data verified tici,The MoCA adapters and ONT were replaced. The customer’s router data was verified using TICI.
J0, 9-1-2024,6, cx ont service services working verified no router phone issue,The customer's ONT service was working and verified. There were no router or phone issues.
J0, 9-1-2024,7, terminal lid hub customer tici drop fiber service ont levels,The terminal lid and hub were checked. The TICI measurement showed the fiber service levels for the ONT.
J0, 9-1-2024,8, ont replaced tici customer working services bad verified service power,The ONT was replaced. The TICI measurement showed that the customer's services were working  but there was a power issue.
J0, 9-1-2024,9, customer no phone not working router service called ont back,The customer had no phone service. The router was not working  so the customer called the ONT back.
J0, 9-1-2024,10, ticket trouble tech site customer working services tici ont service,A trouble ticket was issued  and a technician went on-site. The customer's services  including the ONT  were working according to TICI measurements.
J3, 9-1-2024,1, terminal port hub customer light drop bad no tici fiber,The terminal port and hub were checked. The light indicated a bad drop  with no TICI fiber connection.
J3, 9-1-2024,2, light no ont hub good red went terminal found checked,The light on the ONT hub was red. The terminal was checked and found to be good.
J3, 9-1-2024,3, drop cut fiber new buried ran customer replaced service tici,The fiber drop was cut and buried. A new drop was run  and the customer's service was replaced and verified with TICI.
J3, 9-1-2024,4, drop temp swc submitted cut buried ticket placed tici request,A temporary request for the SWC was submitted. A cut drop was buried  and a ticket was placed through TICI.
J3, 9-1-2024,5, power ont supply customer service replaced no adapter outlet working,The power supply for the ONT was replaced. The customer’s service and outlet were checked; no adapters were working.
J3, 9-1-2024,6, splitter hub xpon f1 assignment ont cx customer gpon service,The splitter hub for the XPON F1 assignment was checked. The customer's GPON service was verified.
J3, 9-1-2024,7, jumper hub pulled found service verified tici ont light customer,The jumper hub was pulled  and the service was verified with TICI. The ONT light was checked with the customer.
J3, 9-1-2024,8, ont replaced tici customer working service verified services cx data,The ONT was replaced. The TICI measurement showed that the customer's service was working  and data services were verified.
J3, 9-1-2024,9, customer no service fiber cx ont not back working tici,The customer had no fiber service. The ONT was not working  and the TICI measurement showed issues.
J3, 9-1-2024,10, trouble ticket tech site ont completed cx working tici drop,A trouble ticket was issued  and a technician went on-site. The ONT service was completed  and the CX working was confirmed by TICI.
JV, 9-1-2024,1, router internet moca data replaced ont customer eero ip swapped,The router and internet connection were checked. The MoCA data was replaced. The ONT  Eero IP  and customer data were swapped.
JV, 9-1-2024,2, ont light tici good 15 working services phone customer no,The ONT light was good. The TICI measurement was 15. The customer's services  including the phone  were working.
JV, 9-1-2024,3, stb called services customer no replaced working tech tici bad,The STB services were called  but the customer had no service. The working status was replaced by the technician. The TICI reading indicated a bad condition.
JV, 9-1-2024,4, customer service line iw phone verified working voice connected ont,The customer's service line was checked  including the IW phone. The working status was verified  and the voice was connected to the ONT.
JV, 9-1-2024,5, cx working phone ont service not tici prem no tested,The customer's phone was working  and the ONT service was operational. The TICI reading indicated no problems with the premises.
JV, 9-1-2024,6, phone ont new customer working calls house made trouble everything,A new phone was installed for the customer. The ONT and house calls were made to ensure everything was working.
JV, 9-1-2024,7, tone dial customer phone ont verified no working service port,The tone dial was checked. The customer's phone and ONT were verified as working. The service port was operational.
JV, 9-1-2024,8, rg voip not back phone ont customer cord put services,The RG VoIP was checked  but the phone was not working. The ONT cord was put back  and the customer's services were restored.
JV, 9-1-2024,9, drop buried fiber request temp ticket new customer cst line,A drop was buried  and a temporary request for the fiber was submitted. A new ticket was created for the customer.
