J0, 11-1-2023,1, tv stb customer remote working not youtube cx no hdmi,The customer's TV STB remote is not working. YouTube and HDMI are not available.
J0, 11-1-2023,2, router customer ont working service replaced internet tici verified nvg,The customer's router and ONT are working. The service was replaced and the internet TICI was verified with NVG.
J0, 11-1-2023,3, trouble ticket tech site cleared customer ont service working tici,The trouble ticket was cleared by the tech on site. The customer's ONT service is working with TICI.
J0, 11-1-2023,4, no dial tone answer access door called cbr customer ont,There is no dial tone. The access door was called but the CBR and customer ONT were not answered.
J0, 11-1-2023,5, ont replaced tici light customer service hub bad verified working,The ONT was replaced. The TICI light and customer service hub were verified as bad but are now working.
J0, 11-1-2023,6, customer working not phone service tici no ont issue rg,The customer is not working. The phone service TICI and ONT issue with RG need attention.
J0, 11-1-2023,7, power ont supply replaced customer adapter tici service working verified,The power ONT supply was replaced. The customer adapter and TICI service are working and verified.
J0, 11-1-2023,8, eero customer wifi app speed speeds tici ont installed test,The customer's Eero WiFi app shows the speed test. The TICI and ONT were installed and tested.
J0, 11-1-2023,9, cx wifi ont service services working not tici prem verified,The CX WiFi ONT service is not working. The TICI and prem were verified.
J0, 11-1-2023,10, drop buried ticket temp customer fiber swc tici not new,The drop was buried. The temporary ticket for the customer fiber SWC was submitted but the TICI is not new.
J3, 11-1-2023,1, port terminal customer hub bad drop service moved tici light,The port terminal customer hub is bad. The drop service was moved and the TICI light was checked.
J3, 11-1-2023,2, cx ont services service verified restored working no light tici,The CX ONT services were verified. The service was restored but the TICI light is not working.
J3, 11-1-2023,3, power supply ont customer adapter replaced service working tici no,The power supply ONT customer adapter was replaced. The service is working but the TICI is not.
J3, 11-1-2023,4, customer ont service working tici verified replaced services fiber hub,The customer's ONT service is working. The TICI was verified and replaced. The fiber hub services are operational.
J3, 11-1-2023,5, light ont no good hub terminal checked drop found fiber,The ONT light is not good. The hub terminal was checked and the drop fiber was found.
J3, 11-1-2023,6, drop cut temp buried new customer fiber tici service ran,The drop was cut and temporarily buried. The new customer fiber TICI service was run.
J3, 11-1-2023,7, bbu power psu replaced adapter bad working services tici ont,The BBU power PSU was replaced. The adapter was bad but the services and TICI ONT are working.
J3, 11-1-2023,8, jumper hub pulled found fiber ont service light tici customer,The jumper hub was pulled. The fiber ONT service light and TICI were found by the customer.
J3, 11-1-2023,9, ont no tici customer not replaced fiber new service drop,The ONT and TICI were not replaced. The customer fiber service drop is new.
J3, 11-1-2023,10, trouble ticket tech site ont cleared fiber services service working,The trouble ticket was cleared by the tech on site. The ONT fiber services are working.
J7, 11-1-2023,1, phone voice calls call customer ats not working ont issue,The phone voice calls are not working. The customer ATS and ONT issue need attention.
J7, 11-1-2023,2, port ont ethernet service data bounced customer router plugged verified,The port ONT ethernet service data was bounced. The customer router was plugged in and verified.
J7, 11-1-2023,3, cx services ont verified router working service no tici eero,The CX services ONT were verified. The router is working but the TICI and Eero are not.
J7, 11-1-2023,4, cat5 new cable coax drop ont line service replaced data,The new Cat5 cable coax drop was replaced. The ONT line service data was checked.
J7, 11-1-2023,5, dial tone no ont customer working worked phone service verified,There is no dial tone. The customer's ONT phone service was verified and is working.
J7, 11-1-2023,6, ont trouble hub tici ticket tech site light completed fiber,The ONT trouble hub TICI ticket was completed by the tech on site. The fiber light was checked.
J7, 11-1-2023,7, no answer door access cbr knocked home called left waited,There was no answer at the door. The CBR was called but the home was left and waited.
J7, 11-1-2023,8, power adapter moca ont replaced customer tici service restored verified,The power adapter MoCA ONT was replaced. The customer TICI service was restored and verified.
J7, 11-1-2023,9, ont cust splitter no tici working rg light services not,The ONT customer splitter is not working. The TICI and RG light services need attention.
J7, 11-1-2023,10, customer router service eero working not ont replaced tici verified,The customer's router service Eero is not working. The ONT was replaced and the TICI was verified.
JV, 11-1-2023,1, tone dial ont customer phone line cx no working got,The dial tone on the customer's ONT phone line is not working. The CX needs attention.
JV, 11-1-2023,2, customer replaced tici ont education working service router verified bbu,The customer replaced the TICI and ONT. The service router was verified and the BBU is working.
JV, 11-1-2023,3, customer eero router internet wifi ont service not speeds speed,The customer's Eero router internet WiFi ONT service is not working. The speeds need attention.
JV, 11-1-2023,4, cx services not working called issues eero tici no service,The CX services are not working. The Eero TICI service was called but there are issues.
JV, 11-1-2023,5, ont working services trouble router phone service ticket customer not,The ONT services are working. The trouble router phone service ticket was issued but the customer is not working.
JV, 11-1-2023,6, phone no calls answer customer call line door called jack,The phone calls are not answered. The customer call line and door jack need attention.
JV, 11-1-2023,7, ont rg voip voice port service working tici installed data,The ONT RG VoIP voice port service is working. The TICI and data were installed.
JV, 11-1-2023,8, dt test ok ont iw good no working customer nid,The DT test on the ONT IW was good. The customer NID is working.
