J3, 4-1-2024,1, port terminal light hub customer no ont found service fiber, The port terminal light hub was checked; the customer found no ONT service; the fiber was missing
J3, 4-1-2024,2, trouble ticket cleared ont complete services service working fiber tici, The trouble ticket was cleared; the ONT services are complete; the fiber service is working; TiCi results were recorded
J3, 4-1-2024,3, power ont supply cx replaced adapter no service customer verified, The power supply for the ONT was replaced; the adapter was not working; the customer verified the service
J3, 4-1-2024,4, tech site cx ticket trouble tici drop 14 fiber level, The technician visited the site; the CX ticket was addressed; the TiCi test was performed on the drop; the fiber level was checked at 14
J3, 4-1-2024,5, drop temp cut submitted swc ticket request buried placed customer, A drop cut was temporarily buried; a ticket request was submitted to SWC; the customer placed a new ticket
J3, 4-1-2024,6, jumper hub pulled customer missing ont light tici service fiber, The jumper hub was pulled; the customer found the ONT light missing; TiCi results were recorded; the fiber service was checked
J3, 4-1-2024,7, drop fiber aerial pole replaced tici cx services customer service, The drop fiber aerial pole was replaced; TiCi results were recorded; the CX services were verified; the customer service was restored
J3, 4-1-2024,8, ont cx light replaced tici service verified working good services, The ONT light was replaced; TiCi results confirmed the service; the service was verified; everything is working well
J3, 4-1-2024,9, customer no service working ont not tici services verified internet, The customer reported no service; the ONT was not working; TiCi results were not recorded; the internet services were not verified
J3, 4-1-2024,10, drop cut buried new customer terminal ran fiber tici service, A drop cut was buried; a new customer terminal was installed; the fiber was run; TiCi results were recorded
J0, 4-1-2024,1, ont tici light replaced customer working verified services hub fiber, The ONT light was replaced; TiCi results confirmed the service; the customer verified the services; the hub fiber is working
J0, 4-1-2024,2, eero customer wifi speeds speed ont app tici eeros test, The Eero customer WiFi speeds were tested; the ONT app was checked; TiCi results were recorded; the Eeros test was completed
J0, 4-1-2024,3, cust eero service tici wifi working ont services not no, The customer's Eero service was checked; TiCi results were recorded; the WiFi is working; the ONT services are not
J0, 4-1-2024,4, dial tone no phone ont customer working assignment cx assignments, There was no dial tone on the phone; the ONT was checked; the customer verified the working assignment; CX assignments were completed
J0, 4-1-2024,5, phone voice dt calls line assignment working customer ont call, The phone voice DT calls were checked; the line assignment was verified; the customer confirmed the ONT call
J0, 4-1-2024,6, moca adapter replaced ont adapters customer service eero power coax, The MOCA adapter was replaced; the ONT adapters were checked; the customer service was verified; the Eero power coax was tested
J0, 4-1-2024,7, no access answer door cbr called left call waited home, There was no access at the door; the CBR was called; the technician left a message; the call was waited on at home
J0, 4-1-2024,8, drop buried ticket temp swc customer fiber request bury tici, A drop was buried; a ticket request was submitted to SWC; the customer requested a fiber bury; TiCi results were recorded
J0, 4-1-2024,9, customer service router working not tici tv no services issue, The customer service router was checked; TiCi results were not recorded; the TV services were not working; there was an issue
J0, 4-1-2024,10, cx working ont service services stb not verified no wifi, The CX service was working; the ONT services were verified; the STB was not working; there was no WiFi
JV, 4-1-2024,1, customer working services service port not verified ont tici internet, The customer reported working services; the service port was not verified; the ONT TiCi test was performed; the internet is working
JV, 4-1-2024,2, cx ticket trouble router completed tech check services call install, The CX ticket for trouble with the router was completed; the technician checked the services; the call install was verified
JV, 4-1-2024,3, phone calls ont cx jack working customer voice worked new, Phone calls were made; the ONT CX jack was working; the customer's voice service worked; a new phone was installed
JV, 4-1-2024,4, sub tici issue alarm ont frg power frx 18 service, The TiCi test identified an issue with the alarm; the ONT FRG power was checked; the FRX 18 service was verified
JV, 4-1-2024,5, drop buried temp customer request spoke pole slack working house, A drop was buried temporarily; the customer requested a spoke pole; the slack was adjusted; the house service is working
JV, 4-1-2024,6, ont light customer good tici replaced 17 cleaned verified service, The ONT light was good; the customer verified the TiCi test; the service was replaced and cleaned; service 17 was verified
JV, 4-1-2024,7, no customer line door answer voip access tici called call, There was no answer at the customer's door; VOIP access was not available; the TiCi test was called for; a call was made
JV, 4-1-2024,8, cx eero wifi issue not called service tv working verified, The CX Eero WiFi issue was not resolved; the service call was made; the TV was working; the issue was verified
JV, 4-1-2024,9, stb tv customer working service no hd cx input not, The STB TV service was working; there was no HD; the CX input was not functioning
JV, 4-1-2024,10, tone dial iw ont cx short customer restored jack working, The tone dial IW ONT CX short was fixed; the customer restored the jack; the service is working
J7, 4-1-2024,1, phone voice working dt customer service get worked back ont, The phone voice service was working; the DT customer service was restored; the ONT was checked
J7, 4-1-2024,2, dial tone customer ont working no phone called port assignment, The dial tone was not present; the customer called; the ONT was working; the phone port assignment was verified
J7, 4-1-2024,3, ont replaced light tici bad data service working new router, The ONT light was replaced; the TiCi test showed bad data; the service is working; a new router was installed
J7, 4-1-2024,4, moca adapter power ont port router service customer data replaced, The MOCA adapter power was replaced; the ONT port was checked; the router service was verified; the customer data was replaced
J7, 4-1-2024,5, customer service router working not verified services tici internet ont, The customer service router was working; the services were not verified; the TiCi test was performed; the internet ONT was checked
J7, 4-1-2024,6, trouble ticket cleared tici cx service services customer ont working, The trouble ticket was cleared; the TiCi test was performed; the CX service was verified; the customer ONT is working
J7, 4-1-2024,7, calls call make receive phone able could voice assignment not, Calls were made; the phone could receive calls but not make them; the voice assignment was not completed
J7, 4-1-2024,8, no answer door access cbr called knocked left waited not, There was no answer at the door; access to the CBR was not available; the technician called  knocked and waited
J7, 4-1-2024,9, eero customer ont replaced power tici installed verified working router, The Eero customer ONT was replaced; the power was checked; the TiCi test was performed; the router was verified and working
J7, 4-1-2024,10, cx ont services service working router verified no tici back, The CX ONT services were working; the router was verified; the TiCi test was not performed; the service is working
QD, 4-1-2024,1, trouble ok ticket test ont service replace tici cleared verify, The trouble ticket was cleared; the ONT service was tested; the TiCi test was performed; the service was verified
QD, 4-1-2024,2, power ont customer cycled router supply replaced services light working, The power supply for the ONT was cycled; the customer's router was replaced; the services are working; the light is on
QD, 4-1-2024,3, customer service working verified router eero services not tici stb, The customer's service was verified; the router and Eero services are not working; the TiCi test was not performed; the STB is not functioning
QD, 4-1-2024,4, port plugged rg ethernet ont customer back wrong service tici, The port was plugged into the RG Ethernet; the ONT was connected; the customer reported the service was wrong; the TiCi test was performed
QD, 4-1-2024,5, tone dial no customer phone working ont cx ats tech, There was no tone dial; the customer's phone was not working; the ONT CX ATS tech was called
QD, 4-1-2024,6, cust verified no router services tici working ont service not, The customer verified the router services; the TiCi test was not performed; the ONT service is not working
QD, 4-1-2024,7, moca router adapter replaced ont adapters tici service data bad, The MOCA router adapter was replaced; the ONT adapters were checked; the TiCi test showed bad data
